subfamily,n_test,n_train,loss,Gs_f1,Gs_acc,Gi/o_f1,Gi/o_acc,Gq/11_f1,Gq/11_acc,G12/13_f1,G12/13_acc,min_acc
001_004_008_005,4,735,1.1391618251800537,0.0,0.9999999975,0.0,0.0,0.0,0.0,0.0,0.9999999975,0.0
001_004_008_006,4,735,1.1295220851898193,0.0,0.0,0.0,0.9999999975,0.0,0.9999999975,0.0,0.9999999975,0.0
001_004_008_007,4,735,0.8323886394500732,0.0,0.9999999975,0.0,0.9999999975,0.8571428497959185,0.7499999981250001,0.0,0.9999999975,0.7499999981250001
001_004_008_008,4,735,0.55423903465271,0.9999999925,0.9999999975,0.0,0.9999999975,0.0,0.9999999975,0.0,0.9999999975,0.9999999975
001_003_004_001,4,735,0.5498756170272827,0.0,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
001_003_004_002,4,735,0.550007164478302,0.0,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
001_002_025_001,4,735,0.5516851544380188,0.0,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
001_004_007_001,4,735,0.5702748894691467,0.0,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
002_001_004_001,4,735,0.698292076587677,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
001_002_024_001,3,736,0.7143183946609497,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.799999992,0.6666666644444444,0.0,0.9999999966666667,0.6666666644444444
001_002_027_001,3,736,0.34772080183029175,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_004_004_001,5,734,0.2958188094198704,0.0,0.9999999980000001,0.9999999930000001,0.9999999980000001,0.0,0.9999999980000001,0.0,0.9999999980000001,0.9999999980000001
001_004_004_002,4,735,1.4327542781829834,0.0,0.9999999975,0.0,0.9999999975,0.0,0.0,0.0,0.0,0.0
001_004_004_005,3,736,0.35624924302101135,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
002_001_003_006,3,736,0.3476737439632416,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_002_028_001,3,736,0.34759512543678284,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_002_028_002,4,735,0.5497483611106873,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.0,0.9999999975,0.9999999975
001_002_028_003,3,736,0.34735217690467834,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_002_028_004,3,736,0.3471061587333679,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_002_028_005,4,735,0.5500831007957458,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.0,0.9999999975,0.9999999975
001_008_003_001,3,736,0.6334810853004456,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.6666666644444444,0.0,0.9999999966666667,0.6666666644444444
001_004_008_009,4,735,0.6001824736595154,0.0,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
001_001_006_001,3,736,0.34757867455482483,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_003_003_003,4,735,1.182842493057251,0.9999999925,0.9999999975,0.0,0.9999999975,0.0,0.0,0.0,0.9999999975,0.0
001_002_031_001,4,735,0.5657811164855957,0.0,0.9999999975,0.0,0.9999999975,0.9999999925,0.9999999975,0.0,0.9999999975,0.9999999975
001_002_032_001,3,736,0.347848117351532,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_002_032_002,3,736,0.35061609745025635,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
001_002_032_003,4,735,1.2138090133666992,0.0,0.0,0.0,0.9999999975,0.0,0.9999999975,0.0,0.9999999975,0.0
002_001_005_002,3,736,0.3478093147277832,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
002_001_005_003,3,736,0.3472687005996704,0.9999999916666666,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.0,0.9999999966666667,0.9999999966666667
